First_Name,Last_Name,Roll_Number,Branch,Degree,Batch,Email,Hash_of_Password,Residence,Birthday,SignUp_Date,Profile_Picture,Private,AutoAdd_to_Groups
Chauhan,Memon,175222379,CH,2017,175222379@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-09-13,2019-03-19 15:43:06,,false,true
Vijay Kumar,Hazra,210008987,EE,2021,210008987@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-01-04,2021-03-17 06:46:04,,false,true
Shivaji,Darji,152117575,EE,2015,152117575@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-09-04,2019-01-04 01:24:04,,false,true
Ranjith,Sandhu,185707993,CSE,2018,185707993@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-04-24,2019-12-13 01:25:23,,false,true
Mukesh Kumar,Karthi,162858037,HS,2016,162858037@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-01-17,2021-10-14 03:48:48,,false,true
Rahul Kumar,Manish,201685410,CH,2020,201685410@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-08-30,2019-05-25 20:09:45,,false,true
Amrit,Seth,207713190,EN,2020,207713190@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-11-11,2019-03-22 14:26:18,,false,true
Chintu,Nandi,162747054,ME,2016,162747054@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-10-30,2020-12-31 19:36:13,,false,true
Bijoy,Swamy,197785020,CSE,2019,197785020@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-05-23,2019-11-25 20:23:11,,false,true
Ansh,Abhi,194852832,AE,2019,194852832@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-05-12,2019-02-13 03:43:11,,false,true
Sanjoy,Rawal,208965851,CSE,2020,208965851@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-09-24,2020-06-21 15:43:56,,false,true
Ronak,Sonowal,178459787,AE,2017,178459787@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-07-14,2020-09-22 22:50:46,,false,true
Babul,Tandel,196732008,ME,2019,196732008@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-14,2022-04-20 16:17:04,,false,true
Vinoth,Godara,194681503,CH,2019,194681503@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-09-22,2021-10-10 10:48:01,,false,true
Manjunath,Srinu,204625886,CSE,2020,204625886@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-14,2020-10-24 08:44:38,,false,true
Tamil,Saran,206344695,AE,2020,206344695@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-07-29,2020-11-15 11:14:52,,false,true
Swapan,Bariya,210593019,ME,2021,210593019@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-14,2019-06-02 05:49:33,,false,true
Aadil,Selvam,190759564,EN,2019,190759564@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-04-25,2019-07-12 12:45:13,,false,true
Brajesh,Gazi,217402469,HS,2021,217402469@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-07-25,2019-10-29 09:31:38,,false,true
Arup,Bauri,169437918,ME,2016,169437918@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-04-04,2022-01-12 07:46:14,,false,true
Dnyaneshwar,Mulla,156142298,AE,2015,156142298@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-10-04,2021-05-06 10:53:08,,false,true
Sahid,Gond,189502594,EE,2018,189502594@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-01-08,2019-07-06 11:12:41,,false,true
Sudip,Thorat,208455316,CSE,2020,208455316@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-01-14,2020-04-04 09:06:23,,false,true
Dar,Khatoon,208340561,CH,2020,208340561@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-17,2021-10-28 07:09:25,,false,true
Kalyan,Jatav,154274569,AE,2015,154274569@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-08,2019-10-02 12:34:40,,false,true
Sanjay Kumar,Kutty,218225175,CH,2021,218225175@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-02-25,2022-01-13 22:22:12,,false,true
Kannan,Ak,219595225,EE,2021,219595225@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-11-20,2019-02-18 15:49:03,,false,true
Shanu,Mondol,212336983,AE,2021,212336983@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-04-15,2021-11-23 02:57:13,,false,true
Prabhakar,Adhikary,196165066,HS,2019,196165066@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-03-11,2019-04-20 23:07:11,,false,true
Datta,सिंह,206022334,AE,2020,206022334@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-06-04,2019-11-22 04:23:44,,false,true
Rabi,Shahid,184819217,HS,2018,184819217@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-01-03,2019-12-24 08:12:30,,false,true
Azhar,Sutradhar,158170343,AE,2015,158170343@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-12-11,2019-04-10 04:53:29,,false,true
Rakesh Kumar,Chohan,161595816,EN,2016,161595816@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-10-15,2020-04-28 13:35:04,,false,true
Sarvesh,Chaturvedi,169480348,CSE,2016,169480348@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-09-19,2019-04-09 22:54:50,,false,true
Deepak Kumar,Gurav,203905936,EE,2020,203905936@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-12-21,2020-03-13 14:02:37,,false,true
Chandrakant,Jani,158250339,EE,2015,158250339@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-06-15,2019-01-20 20:43:57,,false,true
Selva,Samy,179992168,CSE,2017,179992168@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-08-01,2020-06-26 18:53:47,,false,true
Naga,Sekar,158831381,CSE,2015,158831381@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-03-30,2022-03-16 00:49:13,,false,true
Alam,Sony,156166259,AE,2015,156166259@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-07-23,2021-05-12 01:39:57,,false,true
Bishnu,Aalam,210001363,ME,2021,210001363@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-07-17,2019-10-03 00:15:04,,false,true
Manikandan,Veer,218727647,AE,2021,218727647@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-11-28,2020-09-12 04:07:32,,false,true
Rj,Chandan,177154311,HS,2017,177154311@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-08-31,2022-04-15 21:40:30,,false,true
Bunty,Gohel,207671692,EN,2020,207671692@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-03-31,2020-10-08 01:33:31,,false,true
Bharath,Sayyad,214290482,CSE,2021,214290482@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-10-07,2019-07-09 18:15:11,,false,true
Pranav,Mahapatra,154594250,AE,2015,154594250@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-06-23,2021-04-05 00:34:52,,false,true
Dk,Siddique,202965683,AE,2020,202965683@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-09-05,2020-03-07 00:03:33,,false,true
Mukul,Kant,186319857,EE,2018,186319857@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-07-30,2021-01-17 21:33:42,,false,true
Umar,Magar,211288879,EN,2021,211288879@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-01-27,2022-03-21 01:13:26,,false,true
Sohel,Jangir,162306005,HS,2016,162306005@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-01-05,2022-04-07 00:50:46,,false,true
Aj,Dass,182922867,AE,2018,182922867@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-03-27,2019-04-15 03:09:33,,false,true
Rushikesh,Hmar,215585791,ME,2021,215585791@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-11-21,2020-12-19 19:53:50,,false,true
Dhanraj,Thakare,206223530,ME,2020,206223530@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-25,2021-01-12 10:18:54,,false,true
Anupam,Gopi,207129754,CH,2020,207129754@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-07-02,2020-04-06 13:36:23,,false,true
Junaid,Pintu,204384403,EE,2020,204384403@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-02-16,2021-12-29 11:01:04,,false,true
Jeevan,Baishya,215301377,ME,2021,215301377@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-01-09,2021-09-10 18:25:48,,false,true
Bishal,Chaurasia,213373911,CSE,2021,213373911@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-04-23,2019-05-24 23:56:32,,false,true
Ashok Kumar,Parjapati,176221665,EN,2017,176221665@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-10-19,2021-03-16 18:05:48,,false,true
Raghav,Nanda,193591081,CSE,2019,193591081@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-07-14,2021-08-13 14:46:30,,false,true
Sundar,Srivastav,187876475,CSE,2018,187876475@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-10-18,2020-05-22 20:17:02,,false,true
Madhav,Goel,157806629,HS,2015,157806629@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-08-16,2020-10-19 11:44:24,,false,true
Mithilesh,Jangra,175796710,AE,2017,175796710@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-04-17,2019-05-02 08:30:10,,false,true
Abhimanyu,Narzary,156951136,EN,2015,156951136@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-03-05,2020-12-05 18:21:01,,false,true
Avijit,Bablu,187769025,EN,2018,187769025@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-10-24,2020-12-28 03:48:27,,false,true
Arpit,Krish,207570465,EN,2020,207570465@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-11-06,2022-01-05 10:08:04,,false,true
Nandu,Sachin,182306100,AE,2018,182306100@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-08-19,2019-08-23 04:47:45,,false,true
Partha,Hansda,208870143,EN,2020,208870143@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-06-18,2021-01-02 21:12:24,,false,true
Pushpendra,Pk,192401432,ME,2019,192401432@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-02-25,2019-06-29 00:40:15,,false,true
Gulab,Shyam,174496105,EN,2017,174496105@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-03-27,2021-09-18 15:49:04,,false,true
Bimal,Monu,166178964,CH,2016,166178964@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-10-18,2019-04-18 21:22:41,,false,true
Satyendra,Lama,187109573,AE,2018,187109573@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-02-05,2022-01-26 11:01:29,,false,true
Shahrukh,Alom,190156198,CH,2019,190156198@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-08-17,2022-01-07 17:40:28,,false,true
Basavaraj,Sona,190870179,CSE,2019,190870179@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-04-16,2019-08-28 05:12:01,,false,true
Anoop,Bhattacharya,212063849,ME,2021,212063849@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-06-05,2022-02-13 08:47:00,,false,true
Happy,Bhavsar,150902944,EN,2015,150902944@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-05-14,2020-04-13 14:06:22,,false,true
Rafik,Rastogi,186689320,EN,2018,186689320@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-20,2020-08-10 02:43:26,,false,true
Ashwin,Puri,180021840,HS,2018,180021840@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-02-07,2019-06-21 18:31:33,,false,true
Kushal,Kumar Yadav,200149715,HS,2020,200149715@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-11-09,2019-01-18 11:03:36,,false,true
Rambabu,Chowdary,157646337,ME,2015,157646337@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-09-16,2020-03-23 14:39:43,,false,true
Sitaram,Mohite,169214014,EE,2016,169214014@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-07-07,2021-12-15 17:51:27,,false,true
Parkash,Hembram,211376773,EN,2021,211376773@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-06-03,2021-03-07 11:26:39,,false,true
Shashank,Ahamad,153900765,HS,2015,153900765@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-03-10,2019-02-07 14:27:10,,false,true
Lalan,Raman,193269965,AE,2019,193269965@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-03-15,2020-01-21 02:28:13,,false,true
Pranjal,Chinna,160379842,ME,2016,160379842@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-09-01,2021-03-06 08:53:16,,false,true
Zakir,Banna,219293425,ME,2021,219293425@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-12-14,2020-02-15 23:22:43,,false,true
Govinda,Dahiya,171415023,CSE,2017,171415023@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-11-28,2019-01-23 10:56:42,,false,true
Satendra,Jee,189183420,HS,2018,189183420@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-05-09,2020-10-18 23:42:42,,false,true
Harsha,Harish,174351406,CH,2017,174351406@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-04-05,2021-11-29 00:52:05,,false,true
Prasenjit,Datta,152172231,EN,2015,152172231@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-01-13,2020-09-23 10:10:32,,false,true
Sikandar,Banik,174756500,CSE,2017,174756500@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-02-22,2021-05-04 03:55:38,,false,true
Vasu,Bhaskar,165232926,CH,2016,165232926@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-07-29,2019-01-30 22:44:07,,false,true
Bipul,Mukhiya,205248197,EN,2020,205248197@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-10-05,2022-04-21 12:28:17,,false,true
Debasish,Chandu,181559721,EN,2018,181559721@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-06-30,2019-01-26 19:10:41,,false,true
Mithu,Salvi,191179965,AE,2019,191179965@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-06-20,2019-12-05 09:56:23,,false,true
Surajit,Gangwar,177016082,ME,2017,177016082@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-02-07,2020-07-16 20:38:51,,false,true
Shravan,Kewat,187442735,AE,2018,187442735@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-03-09,2021-12-08 14:30:36,,false,true
Naushad,Sonar,219220342,EN,2021,219220342@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-04-04,2020-01-28 18:58:27,,false,true
Babulal,Yaduvanshi,156560287,CH,2015,156560287@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-01-13,2021-02-23 19:31:37,,false,true
Choudhary,Prem,156061483,AE,2015,156061483@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-09-16,2019-07-28 04:27:43,,false,true
Ravi Kumar,Basu,200854371,EE,2020,200854371@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-10-07,2021-02-04 23:41:33,,false,true
Sohail,Singh Rajput,189345162,AE,2018,189345162@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-03-17,2020-05-24 16:18:25,,false,true
Narender,Rathour,201469514,HS,2020,201469514@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-12-26,2021-04-12 05:57:07,,false,true
Afzal,Ajith,219752596,AE,2021,219752596@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-10-02,2019-03-10 06:08:27,,false,true
Mk,Awasthi,199570061,ME,2019,199570061@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-07-03,2019-06-02 15:27:19,,false,true
Prasanna,Chavhan,155918406,EE,2015,155918406@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-05-03,2019-09-07 08:32:24,,false,true
Sonu Kumar,Srinivas,156982768,CH,2015,156982768@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-12-28,2019-06-20 04:26:59,,false,true
Mitesh,Santhosh,172338276,AE,2017,172338276@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-07-18,2019-01-18 18:10:01,,false,true
Usman,Raaj,162790508,EN,2016,162790508@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-04-13,2020-07-02 16:04:01,,false,true
Rameshwar,Raghav,158137549,EE,2015,158137549@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-07-30,2019-02-08 20:51:25,,false,true
Shoaib,Lokhande,174884765,HS,2017,174884765@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-03-25,2020-02-15 06:54:29,,false,true
Chinna,Ahire,212638268,EE,2021,212638268@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-07-15,2020-11-03 02:42:40,,false,true
Imtiyaz,Santra,201280553,AE,2020,201280553@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-05-04,2021-09-12 13:09:00,,false,true
Aravind,Kanojiya,210548237,EN,2021,210548237@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-12-07,2020-09-12 14:26:29,,false,true
Raaj,Balaji,184973161,HS,2018,184973161@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-09-21,2021-07-22 16:27:51,,false,true
Rabindra,Shrma,179623187,EN,2017,179623187@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-20,2020-06-01 23:18:07,,false,true
Sandesh,Kaushal,161119376,ME,2016,161119376@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-10-26,2020-02-08 10:13:26,,false,true
Arya,Prabhu,180891664,CH,2018,180891664@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-04,2020-06-26 02:30:46,,false,true
Om Prakash,Kour,156595742,EE,2015,156595742@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-09-07,2019-06-24 20:27:59,,false,true
Charan,Shrivastav,194552557,CH,2019,194552557@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-12-16,2020-06-28 17:05:45,,false,true
Biplab,Azad,211278769,CH,2021,211278769@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-03-04,2021-12-31 22:59:49,,false,true
Krushna,Bharat,201505052,CH,2020,201505052@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-10-16,2019-04-19 23:50:43,,false,true
Prashanth,Gope,161888821,AE,2016,161888821@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-03-16,2022-01-26 20:11:51,,false,true
Aarif,Venkat,207083037,HS,2020,207083037@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-11-14,2020-03-06 15:35:06,,false,true
Devraj,Manikandan,171965991,EN,2017,171965991@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-05-20,2021-07-03 18:09:50,,false,true
Vineet,Suryavanshi,166475959,ME,2016,166475959@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-02-04,2019-02-24 23:08:07,,false,true
Shashikant,Makvana,168061984,HS,2016,168061984@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-07-14,2021-08-29 21:47:07,,false,true
Priyanshu,Dhakad,208173955,ME,2020,208173955@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-08-09,2022-01-07 13:30:19,,false,true
Tanveer,Dsouza,211259160,CH,2021,211259160@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-08-23,2021-06-08 04:01:01,,false,true
Harshad,Shekhar,174385124,EE,2017,174385124@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-04-30,2021-10-19 22:49:38,,false,true
Thala,Chanda,196482982,CH,2019,196482982@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-04-19,2019-04-29 09:08:40,,false,true
Iqbal,Rane,167248455,EE,2016,167248455@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-06,2021-11-20 03:31:27,,false,true
Ramkumar,Basak,175699209,EE,2017,175699209@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-06-30,2020-04-29 15:05:30,,false,true
Aashish,Khatik,217289898,AE,2021,217289898@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-03-02,2020-12-15 00:52:51,,false,true
Chanchal,Bagwan,191066804,AE,2019,191066804@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-05-29,2022-01-22 13:38:17,,false,true
Jagannath,Jay,207438697,ME,2020,207438697@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-12-25,2020-06-01 02:48:48,,false,true
Hemanta,Maji,212675967,ME,2021,212675967@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-05-18,2019-12-30 05:33:29,,false,true
Rupam,Chawla,181638968,CH,2018,181638968@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-07-11,2021-08-09 14:22:06,,false,true
Abid,Jyoti,161754865,EE,2016,161754865@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-07-19,2019-03-30 16:23:46,,false,true
Moin,Shelke,191820379,EE,2019,191820379@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-05-10,2021-03-20 18:02:58,,false,true
Nagaraju,Dogra,167301066,HS,2016,167301066@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-10-24,2020-11-28 14:17:01,,false,true
Rajender,Bhoir,200586285,CH,2020,200586285@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-05-28,2020-09-24 19:54:45,,false,true
Rihan,Danish,183527530,AE,2018,183527530@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-12-11,2019-06-21 22:27:12,,false,true
Utpal,Mal,203984595,AE,2020,203984595@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-10-08,2019-04-26 16:48:41,,false,true
Tahir,Tailor,170652705,CSE,2017,170652705@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-02-16,2020-08-31 06:14:22,,false,true
Siraj,Banjara,206524187,CSE,2020,206524187@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-03-30,2020-05-28 06:02:26,,false,true
Mannu,Padhan,173757763,HS,2017,173757763@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-01-01,2020-03-14 21:33:46,,false,true
Mahaveer,Pradeep,180323872,CSE,2018,180323872@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-06-19,2021-08-19 15:31:03,,false,true
Gamit,Sultana,179252385,CH,2017,179252385@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-03-09,2020-07-25 02:38:32,,false,true
Suhail,Balu,207283877,HS,2020,207283877@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-06-12,2022-01-23 16:31:40,,false,true
Dilshad,Chopra,175351737,HS,2017,175351737@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-09-03,2021-08-05 15:41:31,,false,true
Ananda,Pegu,194757644,EE,2019,194757644@iitb.ac.in,1234567890,"IIT Bombay, Powai",1998-06-09,2019-06-12 02:56:09,,false,true
Bappa,Mansoori,205395613,HS,2020,205395613@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-12-16,2021-04-26 12:18:02,,false,true
Aasif,Satish,163782452,CSE,2016,163782452@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-06-03,2021-03-01 07:55:55,,false,true
Samadhan,Kishore,213903805,HS,2021,213903805@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-11-17,2021-05-14 07:11:11,,false,true
Mandeep,Ankit,198238093,ME,2019,198238093@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-04-09,2019-02-03 09:50:28,,false,true
Siddu,Tadvi,203521689,CSE,2020,203521689@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-07-10,2019-06-14 22:50:45,,false,true
Praful,Konwar,218773369,EN,2021,218773369@iitb.ac.in,1234567890,"IIT Bombay, Powai",2005-11-11,2019-09-05 23:59:56,,false,true
Samim,Kazi,211921631,AE,2021,211921631@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-01-06,2019-05-10 23:27:57,,false,true
Shakti,Chhakchhuak,203386072,HS,2020,203386072@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-12-11,2022-01-09 07:26:11,,false,true
Hemraj,Bhil,219402974,CH,2021,219402974@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-07-17,2019-07-16 19:47:30,,false,true
Jaydeep,Parsad,206708129,HS,2020,206708129@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-01-26,2022-03-30 22:52:22,,false,true
Jahangir,Shil,180979924,EN,2018,180979924@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-10-20,2022-04-13 19:44:42,,false,true
Bhim,Bano,215170279,CSE,2021,215170279@iitb.ac.in,1234567890,"IIT Bombay, Powai",2001-08-20,2022-03-27 07:38:57,,false,true
Karthick,Tiwary,181137555,EE,2018,181137555@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-01-07,2019-03-30 14:37:25,,false,true
Sadik,Pachuau,198827037,CSE,2019,198827037@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-07-23,2019-08-31 17:52:11,,false,true
Arbaz,Banu,218227077,ME,2021,218227077@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-11-24,2019-10-26 05:50:04,,false,true
Shakir,Nisha,204755753,CH,2020,204755753@iitb.ac.in,1234567890,"IIT Bombay, Powai",1996-01-28,2022-04-15 18:25:56,,false,true
Saheb,Bhowmik,186816688,HS,2018,186816688@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-12-13,2021-03-27 18:29:12,,false,true
Sharukh,Kurmi,167165307,EE,2016,167165307@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-06-23,2019-08-27 01:38:55,,false,true
Navneet,Katara,175286129,CH,2017,175286129@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-01-20,2020-02-09 19:40:55,,false,true
Anshul,Ingle,156278596,ME,2015,156278596@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-12-28,2021-11-28 04:12:37,,false,true
Zeeshan,पाटील,186087815,ME,2018,186087815@iitb.ac.in,1234567890,"IIT Bombay, Powai",2000-05-05,2019-04-15 03:11:41,,false,true
Gulam,Vishnu,193113170,HS,2019,193113170@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-03-02,2020-11-06 16:18:54,,false,true
Sujan,Vignesh,207007490,ME,2020,207007490@iitb.ac.in,1234567890,"IIT Bombay, Powai",1997-03-14,2021-02-02 21:05:41,,false,true
Dharmendar,Kureshi,206204799,EE,2020,206204799@iitb.ac.in,1234567890,"IIT Bombay, Powai",2002-07-30,2021-02-28 18:59:35,,false,true
Samrat,Gajjar,217927528,CSE,2021,217927528@iitb.ac.in,1234567890,"IIT Bombay, Powai",1999-09-01,2020-11-18 14:44:51,,false,true
Dashrath,Gehlot,175680975,HS,2017,175680975@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-11-05,2019-05-12 01:05:38,,false,true
Kabir,Ahuja,152510263,EN,2015,152510263@iitb.ac.in,1234567890,"IIT Bombay, Powai",2004-03-02,2019-02-20 02:08:24,,false,true
Sathya,Biradar,202169093,EE,2020,202169093@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-07-08,2019-04-13 10:52:01,,false,true
Shree,Thakre,191281354,AE,2019,191281354@iitb.ac.in,1234567890,"IIT Bombay, Powai",2003-07-04,2020-09-18 18:22:15,,false,true
Nasim,Bhalerao,203127920,ME,2020,203127920@iitb.ac.in,1234567890,"IIT Bombay, Powai",1995-11-12,2020-07-14 18:20:03,,false,true
